	index_x	Protein1	Protein2	Score_x	Description1_x	Description2_x	Protein_1_clusters_x	Protein_2_clusters_x	Any Matching Go-Terms?_x	Train/Val/Test_x	Experimental P. Falciparum_x	P. Falciparum_x	P. Knowlesi_x	P. Berghei_x	P. Vivax_x	P. Yoelii_x	C. parvum_x	B. bovis_x	index_y	Score_y	Description1_y	Description2_y	Protein_1_clusters_y	Protein_2_clusters_y	Any Matching Go-Terms?_y	Train/Val/Test_y	Experimental P. Falciparum_y	P. Falciparum_y	P. Knowlesi_y	P. Berghei_y	P. Vivax_y	P. Yoelii_y	C. parvum_y	B. bovis_y	spearman_erythrocyte	7_stages	intraerythrocyte_cycle	blood_stages	Spearman_all	Pearson_all
341	415	Q8I0V2	Q8IBV7	0.5045131210237741	ATP synthase subunit beta	Histone H2B	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	1	1	1	1	1	1	1	1	1	415	0.5045131210237741	ATP synthase subunit beta	Histone H2B	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	1	1	1	1	1	1	1	1	1	0.28571428571428575	0.8571428571428573	0.2380952380952381	0.42857142857142866	0.3625615763546797	0.315496959301827
342	359	Q8I0V2	Q8IDN6	0.6149057045578956	ATP synthase subunit beta	Protein transport protein SEC61 subunit alpha	[0, 2, 14, 18, 24]	[5]	0	0	0	1	0	1	1	1	1	1	359	0.6149057045578956	ATP synthase subunit beta	Protein transport protein SEC61 subunit alpha	[0, 2, 14, 18, 24]	[5]	0	0	0	1	0	1	1	1	1	1	0.5000000000000001	-0.07142857142857144	0.19047619047619052	0.42857142857142866	0.3748768472906403	0.5911715498608735
343	125	Q8I0V2	Q8IES0	0.5757910907268524	ATP synthase subunit beta	Small heat shock protein, putative	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	125	0.5757910907268524	ATP synthase subunit beta	Small heat shock protein, putative	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.25	0.8333333333333335	0.9642857142857145	0.7768472906403939	0.7294190700215006
344	544	Q8I0V2	Q8IET7	0.6450066678225994	ATP synthase subunit beta	40S ribosomal protein S7	[0, 2, 14, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	544	0.6450066678225994	ATP synthase subunit beta	40S ribosomal protein S7	[0, 2, 14, 18, 24]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.11904761904761905	-0.03571428571428572	-0.3333333333333334	0.1785714285714286	0.12906403940886696	0.17454530402975385
345	444	Q8I0V2	Q8IFP3	0.992475152015686	ATP synthase subunit beta	Tubulin alpha chain	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	1	0	444	0.992475152015686	ATP synthase subunit beta	Tubulin alpha chain	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	1	0	0.3571428571428572	0.5	-0.4523809523809524	-0.5714285714285715	0.06305418719211821	-0.05054400556304481
346	407	Q8I0V2	Q8IIJ8	0.547316326200962	ATP synthase subunit beta	Heat shock protein 101	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	407	0.547316326200962	ATP synthase subunit beta	Heat shock protein 101	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	-0.7380952380952381	0.03571428571428572	-0.6666666666666669	-0.7857142857142859	-0.48078817733990137	-0.3877748241299964
347	391	Q8I0V2	Q8IIV1	0.5677121698856353	ATP synthase subunit beta	Histone H2B	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	0	1	1	1	1	1	0	1	1	391	0.5677121698856353	ATP synthase subunit beta	Histone H2B	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	0	1	1	1	1	1	0	1	1	0.6428571428571429	0.5714285714285715	0.6190476190476191	0.21428571428571433	0.42216748768472895	0.00026124355685033795
348	257	Q8I0V2	Q8IIV2	0.6327135056257248	ATP synthase subunit beta	Histone H4	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	1	1	1	1	1	1	0	1	1	257	0.6327135056257248	ATP synthase subunit beta	Histone H4	[0, 2, 14, 18, 24]	[0, 14, 27, 30]	0	1	1	1	1	1	1	0	1	1	0.04761904761904763	0.7500000000000002	-0.023809523809523815	0.6071428571428572	0.031527093596059104	-0.06329241618986209
349	383	Q8I0V2	Q8IJ34	0.6188284754753113	ATP synthase subunit beta	ADP/ATP translocase	[0, 2, 14, 18, 24]	[13]	0	0	0	1	1	1	1	1	1	1	383	0.6188284754753113	ATP synthase subunit beta	ADP/ATP translocase	[0, 2, 14, 18, 24]	[13]	0	0	0	1	1	1	1	1	1	1	-0.04761904761904763	-0.6071428571428572	-0.3333333333333334	0.21428571428571433	0.12364532019704431	0.27281400172584624
350	487	Q8I0V2	Q8IJW0	0.878401517868042	ATP synthase subunit beta	26S protease regulatory subunit 4, putative	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	487	0.878401517868042	ATP synthase subunit beta	26S protease regulatory subunit 4, putative	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.3214285714285715	0.5952380952380953	0.8928571428571429	0.6172413793103447	0.6241469361838824
351	233	Q8I0V2	Q8IKF0	0.6187448184937239	ATP synthase subunit beta	RNA helicase	[0, 2, 14, 18, 24]	[0, 2, 10, 18, 24]	0	0	0	0	1	1	1	1	1	0	233	0.6187448184937239	ATP synthase subunit beta	RNA helicase	[0, 2, 14, 18, 24]	[0, 2, 10, 18, 24]	0	0	0	0	1	1	1	1	1	0	-0.2142857142857143	-0.25	-0.5952380952380953	0.07142857142857144	0.00985221674876847	0.18164429242315294
352	178	Q8I0V2	Q8IKK7	0.9614146113395692	ATP synthase subunit beta	Glyceraldehyde-3-phosphate dehydrogenase	[0, 2, 14, 18, 24]	[2]	0	0	0	1	1	1	0	1	1	1	178	0.9614146113395692	ATP synthase subunit beta	Glyceraldehyde-3-phosphate dehydrogenase	[0, 2, 14, 18, 24]	[2]	0	0	0	1	1	1	0	1	1	1	0.5476190476190477	0.07142857142857144	0.4761904761904762	0.4642857142857144	0.3743842364532019	0.5916247623984161
353	197	Q8I0V2	Q8IKR1	0.9777473449707031	ATP synthase subunit beta	H(+)-exporting diphosphatase	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	197	0.9777473449707031	ATP synthase subunit beta	H(+)-exporting diphosphatase	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.8095238095238096	-0.25	-0.8095238095238096	-0.6785714285714287	-0.3064039408866994	-0.19079526261635038
354	466	Q8I0V4	Q8IB24	0.6347081214189529	Endoplasmin, putative	Heat shock 70 kDa protein	[10]	[0, 10, 14, 24]	1	0	1	1	1	1	1	1	1	1	466	0.6347081214189529	Endoplasmin, putative	Heat shock 70 kDa protein	[10]	[0, 10, 14, 24]	1	0	1	1	1	1	1	1	1	1	0.38095238095238104	0.0	0.28571428571428575	0.21428571428571433	0.7078817733990146	0.5644950038018369
355	551	Q8I0V4	Q8IC05	0.6765065610408783	Endoplasmin, putative	Heat shock protein 90	[10]	[10]	1	0	0	1	0	0	0	0	0	0	551	0.6765065610408783	Endoplasmin, putative	Heat shock protein 90	[10]	[10]	1	0	0	1	0	0	0	0	0	0	0.28571428571428575	0.5714285714285715	0.4047619047619048	0.39285714285714296	0.63743842364532	0.5530166864155885
356	455	Q8I0V4	Q8II24	0.8700834274291992	Endoplasmin, putative	Heat shock protein 70	[10]	[4, 10, 16]	1	1	1	1	1	1	1	1	1	1	455	0.8700834274291992	Endoplasmin, putative	Heat shock protein 70	[10]	[4, 10, 16]	1	1	1	1	1	1	1	1	1	1	0.5476190476190477	0.6071428571428572	0.523809523809524	0.28571428571428575	0.7231527093596057	0.6395619127730758
357	33	Q8I0V4	Q8IKF0	0.976761257648468	Endoplasmin, putative	RNA helicase	[10]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	1	0	33	0.976761257648468	Endoplasmin, putative	RNA helicase	[10]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	1	0	0.0	0.1785714285714286	-0.2380952380952381	-0.03571428571428572	0.4763546798029556	0.37987694479304046
358	511	Q8I0X1	Q8IEJ6	0.7560477077960968	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	2-oxoisovalerate dehydrogenase subunit alpha	[9, 21]	[9]	1	1	1	1	1	1	1	1	0	1	511	0.7560477077960968	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	2-oxoisovalerate dehydrogenase subunit alpha	[9, 21]	[9]	1	1	1	1	1	1	1	1	0	1	0.9523809523809524	0.7857142857142859	0.9047619047619048	1.0	0.9064039408866992	0.8452077261516372
359	453	Q8I0X1	Q8II61	0.6963693648576735	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	60S acidic ribosomal protein P0	[9, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	453	0.6963693648576735	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	60S acidic ribosomal protein P0	[9, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.8571428571428572	-0.3214285714285715	-0.9047619047619048	-0.6071428571428572	-0.2261083743842364	-0.2917546258251854
360	124	Q8I0X1	Q8ILB6	0.7398522071540355	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	Mitochondrial acidic protein MAM33, putative	[9, 21]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	124	0.7398522071540355	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	Mitochondrial acidic protein MAM33, putative	[9, 21]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	0.09523809523809526	0.0	-0.14285714285714288	0.21428571428571433	0.2778325123152709	-0.0007693698529445056
361	537	Q8I1V1	Q8I289	0.5119504325091839	26S protease regulatory subunit 6B, putative	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	537	0.5119504325091839	26S protease regulatory subunit 6B, putative	Heptatricopeptide repeat and RAP domain-containing protein, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0.42857142857142866	0.6904761904761906	0.7500000000000002	0.7467980295566501	0.5973156230823985
362	140	Q8I1V1	Q8IET7	0.5262319892644882	26S protease regulatory subunit 6B, putative	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	1	0	1	0	1	1	140	0.5262319892644882	26S protease regulatory subunit 6B, putative	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	1	0	1	0	1	1	0.09523809523809526	0.28571428571428575	0.0	-0.21428571428571433	0.576847290640394	0.2242493715778923
363	28	Q8I1V1	Q8IFP3	0.5628015458583832	26S protease regulatory subunit 6B, putative	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	28	0.5628015458583832	26S protease regulatory subunit 6B, putative	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.1666666666666667	0.14285714285714288	-0.09523809523809526	-0.6785714285714287	-0.16108374384236449	-0.2756134159191215
364	543	Q8I1V1	Q8IIJ8	0.7548639476299286	26S protease regulatory subunit 6B, putative	Heat shock protein 101	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	0	0	543	0.7548639476299286	26S protease regulatory subunit 6B, putative	Heat shock protein 101	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	0	0	-0.9285714285714287	0.8214285714285715	-1.0	-0.8928571428571429	0.12167487684729061	0.04975410744758046
365	71	Q8I1V1	Q8IJW0	0.5481198702007533	26S protease regulatory subunit 6B, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	71	0.5481198702007533	26S protease regulatory subunit 6B, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	1	1	1	1	1	1	1	1	1	1.0	0.7857142857142859	0.9761904761904763	1.0	0.9103448275862068	0.8618907504902988
366	474	Q8I206	Q8IFM0	0.934316635131836	Plasmodium RESA N-terminal domain-containing protein	Plasmodium RESA N-terminal domain-containing protein	[15]	[15]	0	0	0	0	0	0	0	0	0	0	474	0.934316635131836	Plasmodium RESA N-terminal domain-containing protein	Plasmodium RESA N-terminal domain-containing protein	[15]	[15]	0	0	0	0	0	0	0	0	0	0	-0.6666666666666669	0.21428571428571433	-0.4761904761904762	-0.28571428571428575	0.25418719211822655	-0.1669574505269799
367	512	Q8I261	Q8IAR3	0.6909383496269583	Proteasome subunit beta	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	512	0.6909383496269583	Proteasome subunit beta	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	1.0	0.6785714285714287	0.9761904761904763	0.8928571428571429	0.9438423645320195	0.8610538500189077
368	527	Q8I261	Q8IBI3	0.6439750790596008	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	527	0.6439750790596008	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	0.9761904761904763	0.5	1.0	0.9642857142857145	0.9566502463054185	0.9455812486045269
369	351	Q8I261	Q8IDG2	0.8621182560920715	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	0	1	1	1	1	1	351	0.8621182560920715	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	0	1	1	1	1	1	1.0	0.8571428571428573	0.9761904761904763	0.8571428571428573	0.9743842364532018	0.9506943840799195
370	442	Q8I261	Q8IDG3	0.9801401615142822	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	442	0.9801401615142822	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	0.9761904761904763	0.7142857142857144	0.9761904761904763	0.9285714285714288	0.9600985221674873	0.9226594168419883
371	131	Q8I261	Q8II43	0.5780184924602508	Proteasome subunit beta	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	131	0.5780184924602508	Proteasome subunit beta	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.42857142857142866	0.07142857142857144	-0.10714285714285716	0.48275862068965514	0.27267436534883194
372	483	Q8I261	Q8IJT1	0.6912136256694794	Proteasome subunit beta	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	483	0.6912136256694794	Proteasome subunit beta	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	0.9761904761904763	0.6785714285714287	1.0	0.8928571428571429	0.9236453201970442	0.914009894004502
373	342	Q8I261	Q8IK90	0.642706960439682	Proteasome subunit beta	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	0	342	0.642706960439682	Proteasome subunit beta	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	0	0.9761904761904763	0.7142857142857144	1.0	0.8214285714285715	0.908374384236453	0.8615161809146885
374	242	Q8I280	Q8I2H3	0.6764739146456122	V-type proton ATPase subunit C	V-type proton ATPase subunit E, putative	[1]	[1]	1	1	1	1	1	1	1	1	1	1	242	0.6764739146456122	V-type proton ATPase subunit C	V-type proton ATPase subunit E, putative	[1]	[1]	1	1	1	1	1	1	1	1	1	1	0.4047619047619048	0.25	-0.5714285714285715	-0.1785714285714286	0.5334975369458127	0.032628667467369324
375	143	Q8I280	Q8IE84	0.7809593409299851	V-type proton ATPase subunit C	V-type proton ATPase subunit G, putative	[1]	[1]	1	1	1	1	1	1	1	1	1	1	143	0.7809593409299851	V-type proton ATPase subunit C	V-type proton ATPase subunit G, putative	[1]	[1]	1	1	1	1	1	1	1	1	1	1	0.4761904761904762	0.03571428571428572	0.5714285714285715	0.14285714285714288	0.6684729064039406	0.5361170040255004
376	422	Q8I289	Q8I2I2	0.5046251956373453	Heptatricopeptide repeat and RAP domain-containing protein, putative	Mitochondrial-processing peptidase subunit beta, putative	[2, 18]	[11]	0	0	0	0	0	0	0	0	0	0	422	0.5046251956373453	Heptatricopeptide repeat and RAP domain-containing protein, putative	Mitochondrial-processing peptidase subunit beta, putative	[2, 18]	[11]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.6071428571428572	0.9047619047619048	0.8571428571428573	0.8019704433497535	0.7746905845022596
377	250	Q8I289	Q8I3N3	0.6710918009281158	Heptatricopeptide repeat and RAP domain-containing protein, putative	Alpha-MPP	[2, 18]	[11]	0	0	0	0	0	0	0	0	0	0	250	0.6710918009281158	Heptatricopeptide repeat and RAP domain-containing protein, putative	Alpha-MPP	[2, 18]	[11]	0	0	0	0	0	0	0	0	0	0	0.8333333333333335	0.3214285714285715	0.880952380952381	0.8571428571428573	0.8334975369458125	0.9188076736291361
378	269	Q8I289	Q8IB03	0.5529760293662548	Heptatricopeptide repeat and RAP domain-containing protein, putative	Chaperone protein ClpB1	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	269	0.5529760293662548	Heptatricopeptide repeat and RAP domain-containing protein, putative	Chaperone protein ClpB1	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.7500000000000002	0.9285714285714287	0.9642857142857145	0.8944451354949444	0.8833302776743706
379	65	Q8I289	Q8IC05	0.8843506813049317	Heptatricopeptide repeat and RAP domain-containing protein, putative	Heat shock protein 90	[2, 18]	[10]	0	0	0	0	0	1	1	0	0	1	65	0.8843506813049317	Heptatricopeptide repeat and RAP domain-containing protein, putative	Heat shock protein 90	[2, 18]	[10]	0	0	0	0	0	1	1	0	0	1	0.523809523809524	0.5357142857142858	0.6428571428571429	0.42857142857142866	0.5901477832512314	0.6992213846712136
380	302	Q8I289	Q8IFP3	0.5707636952400208	Heptatricopeptide repeat and RAP domain-containing protein, putative	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	1	1	1	1	1	0	0	0	302	0.5707636952400208	Heptatricopeptide repeat and RAP domain-containing protein, putative	Tubulin alpha chain	[2, 18]	[2, 18]	0	0	1	1	1	1	1	0	0	0	-0.1666666666666667	0.642857142857143	0.023809523809523815	-0.5714285714285715	-0.09802955665024629	-0.19442036414187347
381	308	Q8I289	Q8IJW0	0.7825129866600037	Heptatricopeptide repeat and RAP domain-containing protein, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	308	0.7825129866600037	Heptatricopeptide repeat and RAP domain-containing protein, putative	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0.7500000000000002	0.6666666666666669	0.7500000000000002	0.7753694581280787	0.608674618949798
382	176	Q8I2F4	Q8I490	0.7588787078857422	Plasmodium RESA N-terminal domain-containing protein	EMP1-trafficking protein	[15]	[12, 15]	0	0	0	0	0	0	0	0	0	0	176	0.7588787078857422	Plasmodium RESA N-terminal domain-containing protein	EMP1-trafficking protein	[15]	[12, 15]	0	0	0	0	0	0	0	0	0	0	0.4523809523809524	-0.07142857142857144	0.523809523809524	0.3214285714285715	0.6876847290640392	0.4205718349888787
383	347	Q8I2F4	Q8IFM0	0.9999256491661072	Plasmodium RESA N-terminal domain-containing protein	Plasmodium RESA N-terminal domain-containing protein	[15]	[15]	0	0	0	0	0	0	0	0	0	0	347	0.9999256491661072	Plasmodium RESA N-terminal domain-containing protein	Plasmodium RESA N-terminal domain-containing protein	[15]	[15]	0	0	0	0	0	0	0	0	0	0	0.5714285714285715	0.5714285714285715	0.6190476190476191	0.8928571428571429	0.7369458128078816	0.5191950402704295
384	101	Q8I2F4	Q8IIX5	0.9715587735176088	Plasmodium RESA N-terminal domain-containing protein	Plasmodium RESA N-terminal domain-containing protein	[15]	[15]	0	0	0	0	0	0	0	0	0	0	101	0.9715587735176088	Plasmodium RESA N-terminal domain-containing protein	Plasmodium RESA N-terminal domain-containing protein	[15]	[15]	0	0	0	0	0	0	0	0	0	0	0.9285714285714287	0.8928571428571429	0.8571428571428572	0.9642857142857145	0.804926108374384	0.9121473699745466
385	184	Q8I2H3	Q8I2X4	0.5504861742258071	V-type proton ATPase subunit E, putative	Heat shock protein 70	[1]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	184	0.5504861742258071	V-type proton ATPase subunit E, putative	Heat shock protein 70	[1]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.07142857142857144	0.39285714285714296	-0.2380952380952381	-0.5	0.25172413793103443	-0.11773617608077752
386	477	Q8I2H3	Q8IC01	0.5737094417214392	V-type proton ATPase subunit E, putative	Heat shock protein 110	[1]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	477	0.5737094417214392	V-type proton ATPase subunit E, putative	Heat shock protein 110	[1]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	-0.261904761904762	0.5714285714285715	-0.04761904761904763	0.7142857142857144	0.15418719211822657	-0.1468646170958634
387	416	Q8I2H3	Q8IE84	0.9921843886375428	V-type proton ATPase subunit E, putative	V-type proton ATPase subunit G, putative	[1]	[1]	1	1	1	1	1	1	1	1	1	1	416	0.9921843886375428	V-type proton ATPase subunit E, putative	V-type proton ATPase subunit G, putative	[1]	[1]	1	1	1	1	1	1	1	1	1	1	-0.261904761904762	0.21428571428571433	-0.30952380952380953	-0.03571428571428572	0.12610837438423642	-0.18553272969789694
388	55	Q8I2H3	Q8II61	0.5635925214737654	V-type proton ATPase subunit E, putative	60S acidic ribosomal protein P0	[1]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	55	0.5635925214737654	V-type proton ATPase subunit E, putative	60S acidic ribosomal protein P0	[1]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.6190476190476191	0.14285714285714288	0.19047619047619052	0.5357142857142858	0.005418719211822659	-0.21492302842687372
389	330	Q8I2I2	Q8I2N1	0.772877237200737	Mitochondrial-processing peptidase subunit beta, putative	Cytochrome c oxidase subunit 5B, putative	[11]	[11]	1	1	1	1	1	1	1	0	0	0	330	0.772877237200737	Mitochondrial-processing peptidase subunit beta, putative	Cytochrome c oxidase subunit 5B, putative	[11]	[11]	1	1	1	1	1	1	1	0	0	0	0.5000000000000001	0.14285714285714288	0.4047619047619048	0.6071428571428572	0.45172413793103444	0.44991155118274384
390	221	Q8I2I2	Q8I3N3	0.9225801825523376	Mitochondrial-processing peptidase subunit beta, putative	Alpha-MPP	[11]	[11]	1	1	1	1	1	1	1	1	1	0	221	0.9225801825523376	Mitochondrial-processing peptidase subunit beta, putative	Alpha-MPP	[11]	[11]	1	1	1	1	1	1	1	1	1	0	0.9761904761904763	0.7500000000000002	0.9761904761904763	0.9285714285714288	0.902463054187192	0.9086349472309255
391	217	Q8I2I2	Q8IKI8	0.7970832012593746	Mitochondrial-processing peptidase subunit beta, putative	Cytochrome c oxidase subunit ApiCOX25, putative	[11]	[11]	0	0	0	0	0	0	0	0	0	0	217	0.7970832012593746	Mitochondrial-processing peptidase subunit beta, putative	Cytochrome c oxidase subunit ApiCOX25, putative	[11]	[11]	0	0	0	0	0	0	0	0	0	0	0.261904761904762	-0.25	0.4047619047619048	0.39285714285714296	0.3788177339901477	0.3578822170229925
392	229	Q8I2I2	Q8IL75	0.7342252815142274	Mitochondrial-processing peptidase subunit beta, putative	Cytochrome b-c1 complex subunit Rieske, putative	[11]	[11]	1	1	1	1	1	1	1	1	0	0	229	0.7342252815142274	Mitochondrial-processing peptidase subunit beta, putative	Cytochrome b-c1 complex subunit Rieske, putative	[11]	[11]	1	1	1	1	1	1	1	1	0	0	0.19047619047619052	-0.5357142857142858	0.28571428571428575	0.39285714285714296	0.4270935960591132	0.44889842676583114
393	331	Q8I2J3	Q8I2X4	0.7419023476541042	Aspartyl aminopeptidase	Heat shock protein 70	[16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	331	0.7419023476541042	Aspartyl aminopeptidase	Heat shock protein 70	[16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.5476190476190477	0.5714285714285715	0.30952380952380953	0.6785714285714287	0.6985221674876845	0.5501842318880931
394	67	Q8I2J3	Q8IC01	0.7091998592019081	Aspartyl aminopeptidase	Heat shock protein 110	[16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	67	0.7091998592019081	Aspartyl aminopeptidase	Heat shock protein 110	[16, 28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0.8928571428571429	0.7857142857142858	-0.07142857142857144	0.6334975369458127	0.6782154259511104
395	549	Q8I2J3	Q8II24	0.5341838210821152	Aspartyl aminopeptidase	Heat shock protein 70	[16, 28]	[4, 10, 16]	0	0	0	0	0	0	0	0	0	0	549	0.5341838210821152	Aspartyl aminopeptidase	Heat shock protein 70	[16, 28]	[4, 10, 16]	0	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.9285714285714288	0.9523809523809524	0.42857142857142866	0.8334975369458125	0.931038494727463
396	120	Q8I2N1	Q8IKI8	0.6645169008523226	Cytochrome c oxidase subunit 5B, putative	Cytochrome c oxidase subunit ApiCOX25, putative	[11]	[11]	0	0	0	0	0	0	0	0	0	0	120	0.6645169008523226	Cytochrome c oxidase subunit 5B, putative	Cytochrome c oxidase subunit ApiCOX25, putative	[11]	[11]	0	0	0	0	0	0	0	0	0	0	0.9523809523809524	0.6071428571428572	1.0	0.8928571428571429	0.8719211822660096	0.8699604279944477
397	384	Q8I2W2	Q8IB24	0.6024139516055584	DnaJ protein, putative	Heat shock 70 kDa protein	[5]	[0, 10, 14, 24]	1	0	0	1	1	1	1	1	1	0	384	0.6024139516055584	DnaJ protein, putative	Heat shock 70 kDa protein	[5]	[0, 10, 14, 24]	1	0	0	1	1	1	1	1	1	0	-0.023809523809523815	0.0	-0.09523809523809526	0.07142857142857144	0.6088669950738915	0.406959035677889
